station_id,num_bikes_available,num_docks_available,is_installed,is_returning,is_renting,time,stationCode,mechanical_bike_available,electrical_bike_available,station_name,latitude,longitude,capacity,credit_card
210399835,0,37,True,True,True,2024-12-07 05:22:14,5032,0,0,Panthéon - Valette,48.847020571652,2.3464982619671,39,
128882438,6,33,True,True,True,2024-12-07 05:21:22,5020,5,1,Institut du Monde Arabe - Saint-Germain,48.849063299501,2.3558086529374,40,True
230877798,9,22,True,True,True,2024-12-07 05:26:07,18107,4,5,Chartres - La Charbonnière,48.8847601,2.3534657,34,
102324803,1,39,True,True,True,2024-12-07 05:23:51,20042,0,1,Pyrénées - Emmery,48.872010281270974,2.392039597034455,40,
101763163,9,2,True,True,True,2024-12-07 05:26:45,15067,3,6,Desaix - Edgar Faure,48.852804604940296,2.293077029857222,12,True
126050442,11,12,True,True,True,2024-12-07 05:23:24,17030,5,6,Pereire - Rennequin,48.88364782887555,2.2952447086572647,23,True
27414578,2,17,True,True,True,2024-12-07 05:19:58,6006,1,1,Notre-Dame-des-Champs - Stanislas,48.84479928858768,2.329337755887181,19,True
54000569,35,2,True,True,True,2024-12-07 05:27:55,11027,29,6,Saint-Ambroise - Parmentier,48.862147844548,2.3772348091006,38,True
508042092,30,3,True,True,True,2024-12-07 05:24:31,12128,24,6,Pyramide - Ecole du Breuil ,48.82237977153955,2.4586871266365056,34,
42603855,6,11,True,True,True,2024-12-07 05:26:53,8010,3,3,Liège - Moscou,48.8795431,2.3264628,17,
818302209,4,46,True,True,True,2024-12-07 05:27:33,31022,3,1,Mairie de Montreuil,48.86131452758348,2.440614402294159,52,True
1057392676,25,10,True,True,True,2024-12-07 05:27:41,46002,19,6,Rouget de Lisle,48.764615483395254,2.4071189761161804,35,True
129034587,8,7,True,True,True,2024-12-07 05:27:51,10016,3,5,Récollets - Square Villemin,48.875034655883944,2.359801238597928,17,
261987383,14,11,True,True,True,2024-12-07 05:27:06,31009,0,14,Place Du Général De Gaulle,48.8687591,2.4329931,26,
314829539,10,39,True,True,True,2024-12-07 05:26:14,41302,4,6,Charles de Gaulle - Beauté,48.83649602312711,2.479562651149885,49,
1057324291,16,39,True,True,True,2024-12-07 05:27:09,14020,7,9,Cimetière de Montrouge,48.821466904768,2.3215785772007,58,
37815993,13,23,True,True,True,2024-12-07 05:23:46,5018,9,4,Mutualité,48.848225572724,2.3502873256803,37,True
583539396,26,2,True,True,True,2024-12-07 05:26:25,33017,7,19,Anatole France - President Roosevelt,48.9155156,2.3814103,29,True
101753100,2,13,True,True,True,2024-12-07 05:26:17,15042,1,1,Henry Farman,48.83372430280548,2.2713854536414146,16,
27415466,5,15,True,True,True,2024-12-07 05:21:14,20112,1,4,Jourdain - Place des Grandes Rigoles,48.87403113727167,2.38959476351738,22,True
81081358,37,2,True,True,True,2024-12-07 05:27:11,18011,17,20,Pajol - Place Herbert,48.8927825,2.3635598,39,True
209057581,16,2,True,True,True,2024-12-07 05:24:23,33102,2,14,Gabriel Péri - Francisco Ferrer,48.88633710236977,2.407338917255402,18,
3906335682,14,10,True,True,True,2024-12-07 05:23:32,42706,7,7,Roger Salengro - Fontainebleau,48.814548697325,2.3611663654447,25,True
586539770,4,18,True,True,True,2024-12-07 05:25:00,21212,0,4,Marne - Germain Dardan,48.81217465201,2.3035024699104,22,True
597245295,32,3,True,True,True,2024-12-07 05:27:12,44006,10,22,Concorde - Stalingrad,48.7985844,2.3821302,35,True
235513935,7,20,True,True,True,2024-12-07 05:27:58,19120,3,4,Carducci - Place Hannah Arendt,48.877436681515796,2.3860743641853337,27,
102309973,3,39,True,True,True,2024-12-07 05:22:56,18003,0,3,Cimetière de Montmartre,48.886472466142,2.3328901827335,43,True
532054446,46,11,True,True,True,2024-12-07 05:27:29,11113,41,5,Richard Lenoir - Republique,48.8667175,2.3692541,58,True
535500589,6,56,True,True,True,2024-12-07 05:23:59,15104,2,4,Hôpital Européen Georges Pompidou,48.837695319163,2.2753742337227,64,
265464297,36,14,True,True,True,2024-12-07 05:25:52,14003,34,2,Schoelcher - Raspail,48.83681733526843,2.3312794080411474,50,True
66491385,19,5,True,True,True,2024-12-07 05:27:38,43008,10,9,Fontenay - Libération,48.847803063647,2.4451419711113,25,
